company,tier,sub_cat,status,audit_reason,note,source_tags,xhs_label_count,visible_xhs_same_subcat,matching_saif_count,company_issue
中欧基金,一线公募,资管FOF,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部公募,"按行业共识,FOF 产品线齐","common_knowledge:头部公募, xhs:财富管理FOF:1",0,1,0,
中欧基金,一线公募,财富管理FOF,通过-强,同 sub_cat XHS 标签 1 条; 可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部公募,FOF 投顾产品,"common_knowledge:头部公募, xhs:财富管理FOF:1",1,1,0,
平安资产管理,保险资管,信用研究员,弱支撑,taxonomy_doc,保险资管 AUM 头部,"saif:2024, taxonomy_doc, xhs:利率宏观策略:1",0,0,0,
平安资产管理,保险资管,固收+多资产,通过-强,可见摘录同 sub_cat 1 条; taxonomy_doc,保险资管固收+核心,"saif:2024, taxonomy_doc, xhs:利率宏观策略:1",0,1,0,
平安资产管理,保险资管,利率宏观策略,通过-强,同 sub_cat XHS 标签 1 条; 可见摘录同 sub_cat 1 条; taxonomy_doc,保险资管利率配置,"saif:2024, taxonomy_doc, xhs:利率宏观策略:1",1,1,0,
招商基金,一线公募,行业研究员·消费,通过-常识/中,common_knowledge 可支撑: 头部公募; taxonomy_doc,"按行业共识,消费行业研究员强","common_knowledge:头部公募, taxonomy_doc",0,0,0,
招商基金,一线公募,行业研究员·TMT-医药-周期,通过-常识/中,common_knowledge 可支撑: 头部公募; taxonomy_doc,按行业共识,"common_knowledge:头部公募, taxonomy_doc",0,0,0,
灵均投资,头部量化私募,量化研究员·中频,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc; demo_v1,XHS 30 mention 量化第一,"common_knowledge:头部量化私募, demo_v1, taxonomy_doc",0,0,0,
灵均投资,头部量化私募,量化因子工程师,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc; demo_v1,按行业共识,"common_knowledge:头部量化私募, demo_v1, taxonomy_doc",0,1,0,
百度,互联网大厂,多模态推理优化,通过-强,同 sub_cat XHS 标签 2 条; 可见摘录同 sub_cat 2 条; demo_v1,文心多模态,"demo_v1, xhs:AI PM:2, xhs:多模态推理优化:2",2,2,0,
百度,互联网大厂,AI PM,通过-强,同 sub_cat XHS 标签 2 条; 可见摘录同 sub_cat 3 条; demo_v1,文心一言 PM,"demo_v1, xhs:AI PM:2, xhs:多模态推理优化:2",2,3,0,
衍复投资,头部量化私募,量化研究员·中频,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc,百亿量化老牌,"common_knowledge:头部量化私募, taxonomy_doc",0,0,0,
衍复投资,头部量化私募,量化因子工程师,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,因子工程岗位多,"common_knowledge:头部量化私募, taxonomy_doc",0,1,0,
DeepSeek,大模型独角兽,AI 量化工程师,需修正,DeepSeek 的 LLM 事实强，但“AI量化工程师”只用“源自幻方”无法支撑；应改到幻方/High-Flyer，或补 DeepSeek 本身量化岗位证据。 | 原证据: taxonomy_doc; demo_v1,量化条线源自幻方,"demo_v1, taxonomy_doc, xhs:多模态推理优化:1",0,0,0,
DeepSeek,大模型独角兽,LLM算法post-train,弱支撑,taxonomy_doc; demo_v1,post-train 行业标杆,"demo_v1, taxonomy_doc, xhs:多模态推理优化:1",0,0,0,
富国基金,一线公募,公募权益研究员,通过-强,SAIF 角色匹配: 2025 富国基金管理有限公司 行业研究员; taxonomy_doc; demo_v1,"应届招聘强信号,起薪 17-28 万","demo_v1, saif:2025, taxonomy_doc, xhs:财富管理FOF:1",0,0,1,
富国基金,一线公募,公募基金中后台,弱支撑,taxonomy_doc; demo_v1,产品风控简历数超投研类,"demo_v1, saif:2025, taxonomy_doc, xhs:财富管理FOF:1",0,0,0,
工银瑞信基金,二线公募,行业研究员·TMT-医药-周期,通过-强,SAIF 角色匹配: 2024 工银瑞信基金管理有限公司 行业研究员; 2025 工银瑞信基金管理有限公司 行业研究员; taxonomy_doc,TMT/周期产业链覆盖,"saif:2024, saif:2025, taxonomy_doc",0,0,2,
工银瑞信基金,二线公募,公募指数研究员,弱支撑,taxonomy_doc,银行系 ETF 强,"saif:2024, saif:2025, taxonomy_doc",0,0,0,
广发基金,一线公募,公募权益研究员,通过-强,SAIF 角色匹配: 2024 广发基金管理有限公司 行业研究员; common_knowledge 可支撑: 头部公募,"按行业共识,公募 AUM top 5","common_knowledge:头部公募, saif:2024",0,0,1,
广发基金,一线公募,固收+多资产,弱支撑,没有可用证据,按行业共识,"common_knowledge:头部公募, saif:2024",0,0,0,
美团,互联网大厂,AI PM,通过-强,同 sub_cat XHS 标签 2 条; 可见摘录同 sub_cat 2 条; taxonomy_doc; demo_v1,本地生活 AI 应用 PM,"demo_v1, taxonomy_doc, xhs:AI PM:2",2,2,0,
美团,互联网大厂,AI算法业务,需补标签,事实大概率对，但 source 的 XHS 只支撑 AI PM；算法业务应补 common_knowledge 或岗位证据。 | 原证据: taxonomy_doc; demo_v1,外卖/到店推荐算法,"demo_v1, taxonomy_doc, xhs:AI PM:2",0,0,0,
蚂蚁集团,互联网大厂,LLM算法post-train,需补标签,事实可能成立，但目前只有 demo/taxonomy，无 XHS 或 common_knowledge 说明金融AI/大模型。 | 原证据: 可见摘录同 sub_cat 1 条; taxonomy_doc; demo_v1,金融 AI post-train,"demo_v1, taxonomy_doc",0,1,0,
蚂蚁集团,互联网大厂,Agent工程师,需补标签,事实可能成立，但目前只有 demo/taxonomy；建议补百宝箱/Agent 平台岗位或官方证据。 | 原证据: taxonomy_doc; demo_v1,百宝箱 Agent 平台,"demo_v1, taxonomy_doc",0,0,0,
Citadel,外资行,量化研究员·高频,需修正,当前公司名和 source 是 Citadel 对冲基金，但 note 写 Citadel Securities 高频/做市；建议拆分/改名为 Citadel Securities。 | 原证据: 可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部对冲基金; taxonomy_doc,"按行业共识,Citadel Securities 高频","common_knowledge:头部对冲基金, taxonomy_doc",0,1,0,
Citadel,外资行,买方 Quant,通过-强,可见摘录同 sub_cat 2 条; common_knowledge 可支撑: 头部对冲基金; taxonomy_doc,按行业共识,"common_knowledge:头部对冲基金, taxonomy_doc",0,2,0,
小红书,互联网大厂,Agent工程师,需补标签,事实可能成立，但目前只有 demo/taxonomy；建议补内容Agent/搜索推荐岗位证据。 | 原证据: taxonomy_doc; demo_v1,内容 Agent,"demo_v1, taxonomy_doc",0,0,0,
小红书,互联网大厂,AI算法业务,需补标签,事实可能成立，但目前只有 demo/taxonomy；建议补推荐/搜索算法岗位证据。 | 原证据: taxonomy_doc; demo_v1,内容推荐/搜索算法,"demo_v1, taxonomy_doc",0,0,0,
平安银行,银行系资管,自营FOF,需补证据,XHS 标签只支撑财富管理FOF；“银行自营FOF”目前只有 taxonomy_doc，需补银行自营/资管部 FOF 证据。 | 原证据: taxonomy_doc,银行自营 FOF,"taxonomy_doc, xhs:财富管理FOF:1",0,0,0,
平安银行,银行系资管,财富管理FOF,需补证据,有 XHS 财富FOF 标签，但本节可见摘录未出现平安银行/FOF直接内容；建议复核原帖或补摘录。 | 原证据: 同 sub_cat XHS 标签 1 条; taxonomy_doc,财富线 + 自营双线,"taxonomy_doc, xhs:财富管理FOF:1",1,0,0,
招商银行,银行系资管,自营FOF,通过-强,同 sub_cat XHS 标签 2 条; taxonomy_doc,零售之王自营,"taxonomy_doc, xhs:自营FOF:2, xhs:财富管理FOF:1",2,0,0,
招商银行,银行系资管,财富管理FOF,通过-强,同 sub_cat XHS 标签 1 条; taxonomy_doc,财富管理龙头,"taxonomy_doc, xhs:自营FOF:2, xhs:财富管理FOF:1",1,0,0,
天风证券,中型券商研究所,行业研究员·消费,通过-强,同 sub_cat XHS 标签 3 条,消费/医药双覆盖,"xhs:卖方研究员·宏观策略:1, xhs:卖方研究员·消费医药周期:6, xhs:行业研究员·消费:3",3,0,0,
AI 应用初创 (头部创业),AI 初创,Agent工程师,需修正,这不是具体公司，不能按“119家公司”口径验证；建议改为 persona/桶，不放 company ground truth。 | 原证据: taxonomy_doc; demo_v1,Agent 创业团队聚集地,"demo_v1, taxonomy_doc",0,0,0,
宽德投资,中型量化私募,量化开发QD,需补证据,XHS 标签是高频研究员，不是 QD；QD 只有 taxonomy_doc。 | 原证据: taxonomy_doc,C++/Linux 系统强,"taxonomy_doc, xhs:量化研究员·高频:2",0,0,0,
广发证券,中型券商研究所,卖方研究员·消费医药周期,通过-强,同 sub_cat XHS 标签 11 条; 可见摘录同 sub_cat 3 条; taxonomy_doc,消费医药行业首席多,"common_knowledge:头部券商衍生品, taxonomy_doc, xhs:卖方研究员·消费医药周期:11",11,3,0,
Jane Street,衍生品做市商,量化研究员·高频,通过-强,可见摘录同 sub_cat 2 条; common_knowledge 可支撑: 头部做市商; taxonomy_doc,"按行业共识,顶尖做市商","common_knowledge:头部做市商, taxonomy_doc",0,2,0,
Millennium,外资行,买方 Quant,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部对冲基金,"按行业共识,多策略对冲基金",common_knowledge:头部对冲基金,0,1,0,
Morgan Stanley,外资行,投行 IBD,通过-常识/中,common_knowledge 可支撑: 头部外资投行,SAIF 2025 命中,"common_knowledge:头部外资投行, saif:2025",0,0,0,
Optiver,衍生品做市商,量化研究员·高频,通过-强,同 sub_cat XHS 标签 15 条; 可见摘录同 sub_cat 4 条; taxonomy_doc,"XHS mention 第一,做市商","taxonomy_doc, xhs:量化研究员·高频:15",15,4,0,
Point72,外资行,买方 Quant,需补证据,source 写 saif:2025 但本节没有 SAIF 表；XHS 摘录是行业研究/对冲基金而非 Quant，需补 Cubist/系统化策略/量化岗位证据。 | 原证据: taxonomy_doc,顶尖对冲基金,"saif:2025, taxonomy_doc",0,0,0,source 含 saif:2025，但本节没有 SAIF 表；且 XHS 摘录偏行业研究而非 Quant。
中信保诚基金,二线公募,自营FOF,通过-强,同 sub_cat XHS 标签 2 条; 可见摘录同 sub_cat 2 条,XHS 自营 FOF 2 次,xhs:自营FOF:2,2,2,0,
中再资产,保险资管,信用研究员,需补证据,保险资管信用研究合理，但只有 demo/taxonomy，无 SAIF/XHS/common_knowledge。 | 原证据: taxonomy_doc; demo_v1,保险资管头部信用研究,"demo_v1, taxonomy_doc",0,0,0,
中诚信国际,信用评级机构,信用研究员,通过-常识/中,common_knowledge 可支撑: 头部信用评级,"按行业共识,国内头部信评",common_knowledge:头部信用评级,0,0,0,
信银理财,理财子,财富管理FOF,需补证据,demo/taxonomy 可以说明理财子，但没有 FOF/财富管理FOF 的同 sub_cat 证据；建议补 JD 或 XHS。 | 原证据: taxonomy_doc; demo_v1,中信银行理财子,"demo_v1, taxonomy_doc",0,0,0,
兴业证券,中型券商研究所,行业研究员·消费,通过-强,同 sub_cat XHS 标签 5 条,"XHS mention 第一,消费研究突出",xhs:行业研究员·消费:5,5,0,0,
华为,互联网大厂,多模态推理优化,需补证据,只有 taxonomy_doc；若按行业常识应补 common_knowledge:盘古/大厂AI 或官方岗位。 | 原证据: taxonomy_doc,盘古多模态,taxonomy_doc,0,0,0,
华创证券,中型券商研究所,行业研究员·消费,通过-强,同 sub_cat XHS 标签 3 条; 可见摘录同 sub_cat 3 条,XHS 消费组 3 次,xhs:行业研究员·消费:3,3,3,0,
华泰联合证券,头部券商研究所,投行 IBD,通过-常识/中,common_knowledge 可支撑: 头部投行; taxonomy_doc,"按行业共识,华泰投行子","common_knowledge:头部投行, taxonomy_doc",0,0,0,
商汤科技,AI 初创,多模态推理优化,通过-强,同 sub_cat XHS 标签 8 条; 可见摘录同 sub_cat 6 条; taxonomy_doc,CV 多模态老牌,"taxonomy_doc, xhs:多模态推理优化:8",8,6,0,
国寿投资,保险资管,固收+多资产,通过-强,可见摘录同 sub_cat 1 条,SAIF 2025 命中,saif:2025,0,1,0,
大公国际,信用评级机构,信用研究员,通过-常识/中,common_knowledge 可支撑: 头部信用评级,"按行业共识,信评三大之一",common_knowledge:头部信用评级,0,0,0,
平安证券,中型券商,固收交易员,需补证据,只有 taxonomy_doc，且本节抽到的 SAIF/平安相关证据并非平安证券固收交易；需补 FICC/固收交易 JD。 | 原证据: taxonomy_doc,FICC 团队强,taxonomy_doc,0,0,0,
弘毅投资,头部PE,PE投后VC行研,通过-强,SAIF 角色匹配: 2025 弘毅投资 行业研究员; taxonomy_doc,联想系 PE 头部,"saif:2025, taxonomy_doc",0,0,1,
德弘资本,头部PE,PE投后VC行研,通过-强,SAIF 角色匹配: 2025 德弘资本 行业研究员; taxonomy_doc,前 KKR 大中华团队,"saif:2025, taxonomy_doc",0,0,1,
晨壹基金,头部PE,PE投后VC行研,通过-强,SAIF 角色匹配: 2025 晨壹基金 行业研究员; taxonomy_doc,并购基金头部,"saif:2025, taxonomy_doc",0,0,1,
永赢基金,二线公募,行业研究员·TMT-医药-周期,通过-强,SAIF 角色匹配: 2024 永赢基金管理有限公司 行业研究员; taxonomy_doc,TMT 高弹性产品强,"saif:2024, taxonomy_doc",0,0,1,
申万宏源证券,中型券商研究所,卖方研究员·宏观策略,通过-强,同 sub_cat XHS 标签 12 条; 可见摘录同 sub_cat 5 条; SAIF 角色匹配: 2024 申万宏源证券有限公司 卖方分析师; taxonomy_doc,宏观策略 XHS 第一,"saif:2024, taxonomy_doc, xhs:卖方研究员·宏观策略:12",12,5,1,
米哈游,互联网大厂,AI算法业务,需补证据,只有 taxonomy_doc；游戏AI/推荐逻辑成立但无直接证据。 | 原证据: taxonomy_doc,游戏 AI/推荐,taxonomy_doc,0,0,0,
红杉中国,头部VC,PE投后VC行研,通过-常识/中,common_knowledge 可支撑: 头部VC,"按行业共识,VC 头部",common_knowledge:头部VC,0,0,0,
联合资信,信用评级机构,信用研究员,通过-常识/中,common_knowledge 可支撑: 头部信用评级,"按行业共识,头部信评",common_knowledge:头部信用评级,0,0,0,
融通基金,二线公募,资管FOF,需补证据,只有 taxonomy_doc，“FOF 老牌玩家”没有 XHS/SAIF/公开排名支撑；建议降为备选或补证据。 | 原证据: taxonomy_doc,FOF 老牌玩家,taxonomy_doc,0,0,0,
贝莱德,外资行,利率宏观策略,通过-强,同 sub_cat XHS 标签 2 条; 可见摘录同 sub_cat 2 条,外资固收策略,xhs:利率宏观策略:2,2,2,0,
量派投资,中型量化私募,量化开发QD,需补证据,只有 taxonomy_doc 和薪资化 note；需补招聘/JD 或 XHS。 | 原证据: 可见摘录同 sub_cat 1 条; taxonomy_doc,QD 高薪 25-40K·15薪,taxonomy_doc,0,1,0,
高瓴资本,头部PE,PE投后VC行研,通过-强,SAIF 角色匹配: 2025 高瓴资本 行业研究员; taxonomy_doc; demo_v1,国内 PE 头部,"demo_v1, saif:2025, taxonomy_doc",0,0,1,
高盛,外资行,投行 IBD,通过-常识/中,common_knowledge 可支撑: 头部外资投行,"按行业共识,顶尖外资投行",common_knowledge:头部外资投行,0,0,0,
